employee_row_id,eeid,full_name,job_title,department,business_unit,gender,ethnicity,age,hire_date,annual_salary,bonus_pct,country,city,rank_eq,tenure_years,bonus_amount,salary_band,is_duplicate_eeid
351,E01986,Wesley Sharma,Manager,IT,Corporate,Male,Asian,51,1994-02-23,122802,0.05,China,Shanghai,351,32.4,61.4,Very Low,False
352,E03252,James Bui,Manager,Finance,Manufacturing,Male,Asian,64,1998-07-20,122753,0.09,China,Chongqing,352,28.0,110.48,Very Low,False
353,E02059,Roman Munoz,Sr. Manger,Sales,Speciality Products,Male,Latino,54,2011-10-20,122644,0.12,United States,Austin,353,14.7,147.17,Very Low,False
354,E00342,Wesley Doan,Manager,Finance,Corporate,Male,Asian,63,2004-04-19,122487,0.08,China,Shanghai,354,22.3,97.99,Very Low,False
355,E00586,Sadie Washington,Sr. Manger,Marketing,Research & Development,Female,Caucasian,29,2019-05-24,122350,0.12,United States,Phoenix,355,7.2,146.82,Very Low,False
356,E01636,Naomi Coleman,Manager,Marketing,Corporate,Female,Caucasian,29,2016-11-02,122054,0.06,United States,Phoenix,356,9.7,73.23,Very Low,False
357,E03968,Joshua Chin,Sr. Manger,Marketing,Manufacturing,Male,Asian,60,2021-07-26,121480,0.14,United States,Phoenix,357,5.0,170.07,Very Low,False
358,E00034,Caroline Herrera,Sr. Manger,Marketing,Manufacturing,Female,Latino,45,2004-08-19,121065,0.15,Brazil,Rio de Janerio,358,21.9,181.6,Very Low,False
359,E01753,Connor Fong,Manager,Accounting,Speciality Products,Male,Asian,40,2018-02-16,120905,0.05,United States,Seattle,359,8.4,60.45,Very Low,False
360,E02761,Luca Duong,Manager,Human Resources,Research & Development,Male,Asian,48,2004-06-30,120660,0.07,China,Chengdu,360,22.1,84.46,Very Low,False
361,E04226,Andrew Moore,Operations Engineer,Engineering,Manufacturing,Male,Caucasian,47,2001-01-02,120628,0.0,United States,Chicago,361,25.6,0.0,Very Low,False
362,E04798,Aurora Ali,Manager,Marketing,Research & Development,Female,Asian,30,2016-04-24,120341,0.07,United States,Seattle,362,10.2,84.24,Very Low,False
363,E03248,Lyla Stewart,Sr. Manger,IT,Speciality Products,Female,Caucasian,43,2015-03-27,120321,0.12,United States,Austin,363,11.3,144.39,Very Low,False
364,E00535,Nathan Mendez,Manager,IT,Speciality Products,Male,Latino,53,2006-10-31,120128,0.1,United States,Austin,364,19.7,120.13,Very Low,False
365,E02987,Mateo Harris,Manager,IT,Corporate,Male,Caucasian,30,2017-08-05,119906,0.05,United States,Columbus,365,9.0,59.95,Very Low,False
366,E01550,Ruby Barnes,Manager,IT,Corporate,Female,Caucasian,27,2020-07-01,119746,0.1,United States,Phoenix,366,6.0,119.75,Very Low,False
367,E03457,Ivy Desai,Controls Engineer,Engineering,Research & Development,Female,Asian,59,2001-04-09,119699,0.0,China,Shanghai,367,25.3,0.0,Very Low,False
368,E04168,Mila Juarez,Manager,Sales,Speciality Products,Female,Latino,38,2017-09-21,119647,0.09,Brazil,Sao Paulo,368,8.8,107.68,Very Low,False
369,E02478,Alexander Morris,Manager,Sales,Speciality Products,Male,Caucasian,33,2013-06-21,119631,0.06,United States,Phoenix,369,13.1,71.78,Very Low,False
370,E02703,Austin Vang,Manager,Marketing,Speciality Products,Male,Asian,49,2018-05-20,119397,0.09,China,Beijing,370,8.2,107.46,Very Low,False
371,E04403,Dominic Hu,Manager,Accounting,Speciality Products,Male,Asian,34,2012-02-13,118708,0.07,China,Shanghai,371,14.4,83.1,Very Low,False
372,E00503,Leah Patterson,Manager,Human Resources,Research & Development,Female,Caucasian,33,2012-06-11,118253,0.08,United States,Austin,372,14.1,94.6,Very Low,False
373,E02938,Jace Washington,Manager,Accounting,Research & Development,Male,Caucasian,44,2002-02-09,117545,0.06,United States,Phoenix,373,24.4,70.53,Very Low,True
374,E00742,Cooper Mitchell,Manager,Sales,Speciality Products,Male,Caucasian,43,2006-01-31,117518,0.07,United States,Seattle,374,20.5,82.26,Very Low,False
375,E04517,Amelia Choi,Manager,Marketing,Speciality Products,Female,Asian,43,2006-06-11,117278,0.09,United States,Miami,375,20.1,105.55,Very Low,False
376,E03379,Landon Kim,Manager,Human Resources,Speciality Products,Male,Asian,50,2012-03-15,117226,0.08,United States,Phoenix,376,14.3,93.78,Very Low,False
377,E04937,Ian Ngo,Manager,Sales,Speciality Products,Male,Asian,52,2014-08-07,117062,0.07,United States,Phoenix,377,11.9,81.94,Very Low,False
378,E01525,Jose Ross,Engineering Manager,Engineering,Research & Development,Male,Caucasian,53,1992-04-08,116878,0.11,United States,Miami,378,34.3,128.57,Very Low,True
379,E04415,Leonardo Luong,Manager,Finance,Manufacturing,Male,Asian,52,1999-12-29,116527,0.07,United States,Phoenix,379,26.6,81.57,Very Low,True
380,E01167,Kinsley Collins,Automation Engineer,Engineering,Speciality Products,Female,Caucasian,28,2018-11-14,115854,0.0,United States,Phoenix,380,7.7,0.0,Very Low,False
381,E02166,Lucas Thomas,Manager,Accounting,Research & Development,Male,Caucasian,55,2000-04-28,115798,0.05,United States,Miami,381,26.2,57.9,Very Low,True
382,E03563,Ian Barnes,Operations Engineer,Engineering,Corporate,Male,Caucasian,47,2020-06-08,115765,0.0,United States,Miami,382,6.1,0.0,Very Low,False
383,E00703,Wesley Dominguez,Engineering Manager,Engineering,Corporate,Male,Latino,45,2018-04-27,115490,0.12,United States,Chicago,383,8.2,138.59,Very Low,False
384,E00365,Jonathan Patel,Manager,Marketing,Corporate,Male,Asian,28,2020-02-02,115417,0.06,China,Shanghai,384,6.5,69.25,Very Low,False
385,E02576,Gianna Ha,Manager,IT,Research & Development,Female,Asian,55,2005-02-08,115145,0.05,China,Chongqing,385,21.4,57.57,Very Low,False
386,E03305,Hannah King,Manager,Accounting,Speciality Products,Female,Caucasian,31,2014-10-07,114911,0.07,United States,Chicago,386,11.8,80.44,Very Low,True
387,E00785,Hannah Hoang,Manager,Accounting,Speciality Products,Female,Asian,25,2021-12-15,114893,0.06,China,Chengdu,387,4.6,68.94,Very Low,False
388,E00440,Jack Huynh,Manager,Marketing,Research & Development,Male,Asian,27,2018-09-25,114441,0.1,China,Chongqing,388,7.8,114.44,Very Low,True
389,E03919,Grayson Chan,Engineering Manager,Engineering,Speciality Products,Male,Asian,46,2011-10-20,114250,0.14,China,Chengdu,389,14.7,159.95,Very Low,False
390,E01118,Roman Yang,Manager,Human Resources,Manufacturing,Male,Asian,42,2009-12-12,114242,0.08,United States,Phoenix,390,16.6,91.39,Very Low,False
391,E01409,Jose Molina,Controls Engineer,Engineering,Manufacturing,Male,Latino,40,2008-02-28,113987,0.0,Brazil,Manaus,391,18.4,0.0,Very Low,False
392,E04751,Grayson James,Operations Engineer,Engineering,Speciality Products,Male,Caucasian,54,2010-12-05,113982,0.0,United States,Seattle,392,15.6,0.0,Very Low,False
393,E04247,Camila Evans,Manager,Marketing,Research & Development,Female,Black,55,1992-12-20,113950,0.09,United States,Miami,393,33.6,102.56,Very Low,False
394,E03889,Caleb Flores,Manager,Human Resources,Manufacturing,Male,Latino,34,2013-08-13,113909,0.06,Brazil,Rio de Janerio,394,12.9,68.35,Very Low,False
395,E03664,Aria Castro,Engineering Manager,Engineering,Speciality Products,Female,Latino,45,2014-03-14,113873,0.11,Brazil,Rio de Janerio,395,12.3,125.26,Very Low,False
396,E04413,Andrew Thomas,Controls Engineer,Engineering,Manufacturing,Male,Caucasian,36,2016-12-02,113781,0.0,United States,Columbus,396,9.6,0.0,Very Low,False
397,E04533,Easton Bailey,Manager,Accounting,Manufacturing,Male,Caucasian,29,2019-01-25,113527,0.06,United States,Austin,397,7.5,68.12,Very Low,False
398,E03102,Cooper Valdez,Manager,Sales,Corporate,Male,Latino,50,2012-04-25,113269,0.09,Brazil,Sao Paulo,398,14.2,101.94,Very Low,False
399,E03749,Kennedy Foster,Manager,Marketing,Speciality Products,Female,Caucasian,53,2013-11-23,113135,0.05,United States,Austin,399,12.7,56.57,Very Low,False
400,E02563,Clara Sanchez,Controls Engineer,Engineering,Corporate,Female,Latino,47,2018-10-02,111404,0.0,Brazil,Rio de Janerio,400,7.8,0.0,Very Low,True
401,E02710,Silas Huang,Engineering Manager,Engineering,Research & Development,Male,Asian,57,1992-01-09,111299,0.12,United States,Miami,401,34.5,133.56,Very Low,False
402,E02147,Allison Medina,Manager,Finance,Speciality Products,Female,Latino,55,2010-04-29,111038,0.05,Brazil,Sao Paulo,402,16.2,55.52,Very Low,False
403,E04213,Hailey Xi,Manager,Accounting,Corporate,Female,Asian,52,2021-11-19,111006,0.08,China,Chongqing,403,4.7,88.8,Very Low,False
404,E02066,Grayson Yee,Manager,Human Resources,Corporate,Male,Asian,48,2015-07-16,110565,0.09,China,Beijing,404,11.0,99.51,Very Low,False
405,E00605,Nova Williams,Manager,Finance,Speciality Products,Female,Black,61,2010-04-25,110302,0.06,United States,Miami,405,16.2,66.18,Very Low,False
406,E01501,Hudson Liu,Engineering Manager,Engineering,Speciality Products,Male,Asian,34,2017-11-16,110054,0.15,United States,Miami,406,8.7,165.08,Very Low,False
407,E00276,Alexander Jackson,Manager,Human Resources,Corporate,Male,Caucasian,45,2012-07-09,109883,0.07,United States,Columbus,407,14.0,76.92,Very Low,True
408,E03344,Camila Rogers,Controls Engineer,Engineering,Speciality Products,Female,Caucasian,27,2021-10-21,109851,0.0,United States,Seattle,408,4.7,0.0,Very Low,False
409,E01225,Christian Fong,Manager,Sales,Research & Development,Male,Asian,49,2012-08-10,109850,0.07,China,Beijing,409,13.9,76.9,Very Low,False
410,E00105,Isla Espinoza,Manager,Accounting,Speciality Products,Female,Latino,38,2021-11-16,109812,0.09,Brazil,Manaus,410,4.7,98.83,Very Low,False
411,E04969,Abigail Vang,Operations Engineer,Engineering,Research & Development,Female,Asian,40,2016-09-09,109680,0.0,China,Chengdu,411,9.9,0.0,Very Low,False
412,E04345,Eliana Grant,Engineering Manager,Engineering,Speciality Products,Female,Caucasian,64,1994-06-20,109456,0.1,United States,Chicago,412,32.1,109.46,Very Low,False
413,E01706,Avery Sun,Operations Engineer,Engineering,Manufacturing,Female,Asian,45,2004-03-11,109422,0.0,China,Chongqing,413,22.4,0.0,Very Low,False
414,E04087,Adam Kaur,Manager,IT,Corporate,Male,Asian,60,2000-01-29,109059,0.07,China,Chengdu,414,26.5,76.34,Very Low,False
415,E03697,Isaac Woods,Manager,Sales,Corporate,Male,Caucasian,28,2021-01-08,108826,0.1,United States,Miami,415,5.5,108.83,Very Low,False
416,E03059,Hailey Dang,Manager,Marketing,Manufacturing,Female,Asian,64,2019-09-21,108780,0.06,China,Shanghai,416,6.8,65.27,Very Low,False
417,E01762,Maya Ngo,Manager,Sales,Speciality Products,Female,Asian,55,2012-10-20,108686,0.06,United States,Columbus,417,13.7,65.21,Very Low,False
418,E01845,Leo Fernandez,Manager,Finance,Research & Development,Male,Latino,54,1998-04-28,108268,0.09,Brazil,Sao Paulo,418,28.2,97.44,Very Low,False
419,E00518,Lydia Morales,Manager,Finance,Speciality Products,Female,Latino,51,2013-06-14,108221,0.05,Brazil,Manaus,419,13.1,54.11,Very Low,False
420,E02846,Julia Mai,Manager,Marketing,Manufacturing,Female,Asian,50,2012-03-11,108134,0.1,China,Shanghai,420,14.4,108.13,Very Low,False
421,E04380,Naomi Washington,Manager,IT,Speciality Products,Female,Caucasian,51,2020-03-13,107195,0.09,United States,Austin,421,6.3,96.48,Very Low,False
422,E03642,Aria Roberts,Manager,Accounting,Corporate,Female,Caucasian,38,2015-08-12,106858,0.05,United States,Seattle,422,10.9,53.43,Very Low,False
423,E00287,Luca Nelson,Manager,Finance,Speciality Products,Male,Caucasian,60,2010-06-15,106578,0.09,United States,Miami,423,16.1,95.92,Very Low,True
424,E00717,Madelyn Chan,Manager,Sales,Speciality Products,Female,Asian,64,2003-05-21,106444,0.05,United States,Phoenix,424,23.2,53.22,Very Low,True
425,E01262,Miles Mehta,Manager,Finance,Manufacturing,Male,Asian,50,2018-05-19,106437,0.07,China,Chongqing,425,8.2,74.51,Very Low,False
426,E03894,Charlotte Chang,Manager,Sales,Research & Development,Female,Asian,50,2000-05-07,106428,0.07,United States,Chicago,426,26.2,74.5,Very Low,False
427,E02148,Christopher Vega,Engineering Manager,Engineering,Research & Development,Male,Latino,54,2007-10-27,106313,0.15,United States,Chicago,427,18.7,159.47,Very Low,False
428,E04464,Cooper Yoon,Engineering Manager,Engineering,Research & Development,Male,Asian,60,2018-02-15,106079,0.14,United States,Austin,428,8.4,148.51,Very Low,False
429,E03423,Santiago f Gonzalez,Manager,Sales,Research & Development,Male,Latino,36,2012-07-26,105891,0.07,United States,Seattle,429,14.0,74.12,Very Low,False
430,E00369,Genesis Woods,Manager,Human Resources,Speciality Products,Female,Black,33,2013-08-21,105390,0.06,United States,Columbus,430,12.9,63.23,Very Low,False
431,E00682,Sofia Fernandez,Manager,Accounting,Manufacturing,Female,Latino,44,2005-10-17,105223,0.1,United States,Phoenix,431,20.8,105.22,Very Low,False
432,E00530,Eli Jones,Manager,Human Resources,Manufacturing,Male,Caucasian,59,1999-03-14,105086,0.09,United States,Austin,432,27.4,94.58,Very Low,True
433,E03061,Vivian Lewis,Manager,Marketing,Manufacturing,Female,Caucasian,65,2011-09-07,104903,0.1,United States,Columbus,433,14.9,104.9,Very Low,False
434,E01209,Jayden Williams,Manager,Human Resources,Manufacturing,Male,Caucasian,64,1992-12-26,104668,0.08,United States,Columbus,434,33.6,83.73,Very Low,False
435,E00638,David Simmons,Manager,Marketing,Corporate,Male,Caucasian,51,1997-01-26,104431,0.07,United States,Phoenix,435,29.5,73.1,Very Low,False
436,E04348,Natalia Owens,Manager,Human Resources,Manufacturing,Female,Caucasian,31,2021-01-18,104162,0.07,United States,Austin,436,5.5,72.91,Very Low,False
437,E02652,Nathan Sun,Manager,Accounting,Speciality Products,Male,Asian,63,2015-07-29,103724,0.05,China,Shanghai,437,11.0,51.86,Very Low,False
438,E02900,Elena Richardson,Manager,Accounting,Manufacturing,Female,Caucasian,34,2014-10-03,103707,0.09,United States,Columbus,438,11.8,93.34,Very Low,False
439,E02249,Allison Daniels,Manager,Finance,Manufacturing,Female,Caucasian,37,2020-04-14,103524,0.09,United States,Phoenix,439,6.3,93.17,Very Low,False
440,E02872,Liam Jung,Manager,Finance,Corporate,Male,Asian,39,2010-01-14,103504,0.07,China,Chengdu,440,16.5,72.45,Very Low,False
441,E01883,Olivia Gray,Manager,Marketing,Research & Development,Female,Black,42,2015-09-19,103423,0.06,United States,Columbus,441,10.8,62.05,Very Low,True
442,E03994,Henry Jung,Automation Engineer,Engineering,Manufacturing,Male,Asian,57,2018-02-26,103183,0.0,United States,Austin,442,8.4,0.0,Very Low,False
443,E03718,Zoe Zhou,Manager,Finance,Corporate,Female,Asian,61,2009-10-06,103096,0.07,China,Beijing,443,16.8,72.17,Very Low,False
444,E03328,Lucy Johnson,Manager,IT,Research & Development,Female,Caucasian,57,2020-04-27,103058,0.07,United States,Columbus,444,6.2,72.14,Very Low,False
445,E03720,Genesis Hunter,Manager,Finance,Corporate,Female,Caucasian,48,1999-04-22,102847,0.05,United States,Chicago,445,27.3,51.42,Very Low,True
446,E02843,Lily Pena,Manager,Human Resources,Speciality Products,Female,Latino,55,2010-02-24,102839,0.05,United States,Miami,446,16.4,51.42,Very Low,False
447,E00864,Samantha Aguilar,Manager,Accounting,Speciality Products,Female,Latino,46,2010-04-24,102636,0.06,United States,Seattle,447,16.2,61.58,Very Low,False
448,E00245,Lucas Daniels,Manager,Sales,Corporate,Male,Black,42,2011-05-29,102440,0.06,United States,Chicago,448,15.1,61.46,Very Low,True
449,E04163,David Herrera,Engineering Manager,Engineering,Speciality Products,Male,Latino,32,2021-10-09,102298,0.13,Brazil,Rio de Janerio,449,4.8,132.99,Very Low,False
450,E00874,Alexander Choi,Manager,Marketing,Research & Development,Male,Asian,55,1994-09-18,102270,0.1,United States,Chicago,450,31.8,102.27,Very Low,False
451,E04029,Jayden Jimenez,Manager,Human Resources,Corporate,Male,Latino,46,2011-09-24,102167,0.06,Brazil,Rio de Janerio,451,14.8,61.3,Very Low,False
452,E01839,Stella Alexander,Automation Engineer,Engineering,Corporate,Female,Caucasian,52,2005-12-10,102043,0.0,United States,Chicago,452,20.6,0.0,Very Low,False
453,E03113,Willow Chen,Manager,Accounting,Corporate,Female,Asian,50,2012-09-03,102033,0.08,United States,Austin,453,13.9,81.63,Very Low,False
454,E02492,Parker Sandoval,Manager,Human Resources,Speciality Products,Male,Latino,59,2015-06-10,101985,0.07,United States,Miami,454,11.1,71.39,Very Low,True
455,E03910,Nova Hsu,Manager,Human Resources,Speciality Products,Female,Asian,32,2017-01-03,101870,0.1,United States,Phoenix,455,9.5,101.87,Very Low,False
456,E00836,Wesley King,Manager,Accounting,Manufacturing,Male,Caucasian,57,2019-01-19,101577,0.05,United States,Chicago,456,7.5,50.79,Very Low,True
457,E01722,Asher Huynh,Manager,IT,Manufacturing,Male,Asian,45,2015-01-22,101288,0.1,United States,Phoenix,457,11.5,101.29,Very Low,False
458,E03471,Julia Sandoval,Manager,Human Resources,Corporate,Female,Latino,42,2017-11-19,101143,0.06,United States,Miami,458,8.7,60.69,Very Low,False
459,E01508,Penelope Rodriguez,Engineering Manager,Engineering,Manufacturing,Female,Latino,49,2016-03-12,100810,0.12,Brazil,Rio de Janerio,459,10.4,120.97,Very Low,False
460,E03446,Julian Ross,Manager,Marketing,Research & Development,Male,Caucasian,51,2020-07-02,100099,0.08,United States,Miami,460,6.0,80.08,Very Low,False
461,E04152,Adeline Huang,Controls Engineer,Engineering,Manufacturing,Female,Asian,34,2019-12-16,99989,0.0,China,Chengdu,461,6.6,0.0,Very Low,False
462,E04105,Theodore Dinh,Technical Architect,IT,Manufacturing,Male,Asian,59,1997-11-29,99975,0.0,China,Chongqing,462,28.6,0.0,Very Low,False
463,E04756,Aiden Le,Cloud Infrastructure Architect,IT,Corporate,Male,Asian,55,1994-12-24,99774,0.0,United States,Austin,463,31.6,0.0,Very Low,False
464,E04155,Dylan Dominguez,Sr. Analyst,Marketing,Research & Development,Male,Latino,42,2015-04-07,99697,0.0,Brazil,Rio de Janerio,464,11.3,0.0,Very Low,False
465,E01807,Matthew Lim,Sr. Analyst,Sales,Research & Development,Male,Asian,52,1994-02-18,99624,0.0,United States,Seattle,465,32.4,0.0,Very Low,True
466,E02074,Nora Brown,Enterprise Architect,IT,Manufacturing,Female,Caucasian,32,2014-02-11,99575,0.0,United States,Austin,466,12.4,0.0,Very Low,False
467,E01870,Easton Moore,Computer Systems Manager,IT,Research & Development,Male,Caucasian,52,2013-05-23,99557,0.09,United States,Seattle,467,13.2,89.6,Very Low,True
468,E03343,Carson Lu,Engineering Manager,Engineering,Speciality Products,Male,Asian,64,1996-12-04,99354,0.12,China,Beijing,468,29.6,119.22,Very Low,False
469,E03583,Kayden Jordan,Cloud Infrastructure Architect,IT,Research & Development,Male,Caucasian,48,2010-09-14,99335,0.0,United States,Phoenix,469,15.8,0.0,Very Low,True
470,E02298,Emily Doan,Engineering Manager,Engineering,Corporate,Female,Asian,32,2014-12-04,99202,0.11,United States,Phoenix,470,11.6,109.12,Very Low,False
471,E02971,Mia Wu,Enterprise Architect,IT,Corporate,Female,Asian,45,2013-08-25,99169,0.0,China,Beijing,471,12.9,0.0,Very Low,False
472,E01286,Mateo Mendez,Development Engineer,Engineering,Research & Development,Male,Latino,47,1998-07-14,99091,0.0,United States,Austin,472,28.0,0.0,Very Low,True
473,E02227,Sofia Parker,Cloud Infrastructure Architect,IT,Manufacturing,Female,Caucasian,36,2014-05-30,99080,0.0,United States,Chicago,473,12.1,0.0,Very Low,False
474,E04769,Mila Leung,Sr. Analyst,Marketing,Corporate,Female,Asian,39,2007-11-05,99017,0.0,China,Beijing,474,18.7,0.0,Very Low,False
475,E03972,Jordan Gomez,Sr. Analyst,Accounting,Research & Development,Male,Latino,58,1994-09-15,98769,0.0,Brazil,Rio de Janerio,475,31.9,0.0,Very Low,False
476,E04545,Abigail Mejia,Quality Engineer,Engineering,Corporate,Female,Latino,56,2005-02-05,98581,0.0,Brazil,Rio de Janerio,476,21.5,0.0,Very Low,False
477,E01488,Stella Lai,Sr. Analyst,Accounting,Manufacturing,Female,Asian,44,2021-04-28,98520,0.0,United States,Miami,477,5.2,0.0,Very Low,True
478,E03094,Wesley Young,Sr. Analyst,Marketing,Speciality Products,Male,Caucasian,33,2016-09-18,98427,0.0,United States,Columbus,478,9.8,0.0,Very Low,False
479,E03114,Jameson Juarez,Development Engineer,Engineering,Speciality Products,Male,Latino,62,1994-10-09,98230,0.0,United States,Miami,479,31.8,0.0,Very Low,False
480,E04952,Paisley Gomez,Sr. Analyst,Sales,Manufacturing,Female,Latino,57,2007-10-02,98150,0.0,Brazil,Rio de Janerio,480,18.8,0.0,Very Low,False
481,E01357,Paisley Hunter,Engineering Manager,Engineering,Research & Development,Female,Caucasian,61,2010-01-15,98110,0.13,United States,Chicago,481,16.5,127.54,Very Low,False
482,E01150,Allison Leung,Sr. Analyst,Sales,Research & Development,Female,Asian,62,2020-05-18,97830,0.0,United States,Austin,482,6.2,0.0,Very Low,False
483,E03474,Violet Hall,Solutions Architect,IT,Corporate,Female,Caucasian,40,2010-12-10,97807,0.0,United States,Chicago,483,15.6,0.0,Very Low,False
484,E03269,Charlotte Chu,Network Engineer,IT,Manufacturing,Female,Asian,50,2001-01-23,97537,0.0,China,Chengdu,484,25.5,0.0,Very Low,False
485,E02005,Isabella Bui,Enterprise Architect,IT,Manufacturing,Female,Asian,36,2014-11-21,97500,0.0,United States,Miami,485,11.7,0.0,Very Low,False
486,E01132,Gabriella Johnson,Computer Systems Manager,IT,Research & Development,Female,Caucasian,42,2006-03-01,97433,0.05,United States,Seattle,486,20.4,48.72,Very Low,True
487,E04926,Emma Luna,Field Engineer,Engineering,Speciality Products,Female,Latino,52,2008-03-25,97398,0.0,Brazil,Manaus,487,18.3,0.0,Very Low,False
488,E00306,Mateo Williams,Enterprise Architect,IT,Manufacturing,Male,Caucasian,40,2011-01-22,97339,0.0,United States,Austin,488,15.5,0.0,Very Low,True
489,E03626,Nicholas Avila,Enterprise Architect,IT,Research & Development,Male,Latino,28,2017-09-28,97336,0.0,United States,Austin,489,8.8,0.0,Very Low,False
490,E02728,Thomas Chang,Sr. Analyst,Accounting,Research & Development,Male,Asian,34,2011-07-26,97231,0.0,China,Beijing,490,15.0,0.0,Very Low,False
491,E03496,Robert Yang,Sr. Analyst,Accounting,Speciality Products,Male,Asian,31,2017-11-04,97078,0.0,United States,Austin,491,8.7,0.0,Very Low,False
492,E01713,Nolan Guzman,Field Engineer,Engineering,Speciality Products,Male,Latino,46,1999-06-20,96997,0.0,Brazil,Sao Paulo,492,27.1,0.0,Very Low,False
493,E04004,Everleigh Shah,Test Engineer,Engineering,Research & Development,Female,Asian,36,2018-12-14,96757,0.0,United States,Columbus,493,7.6,0.0,Very Low,False
494,E04802,Lucy Fong,Sr. Account Representative,Sales,Corporate,Female,Asian,40,2011-01-20,96719,0.0,China,Chengdu,494,15.5,0.0,Very Low,False
495,E02179,Peyton Owens,Controls Engineer,Engineering,Speciality Products,Female,Caucasian,48,2014-09-25,96693,0.0,United States,Chicago,495,11.8,0.0,Very Low,False
496,E02730,Axel Soto,Quality Engineer,Engineering,Corporate,Male,Latino,46,2005-04-22,96639,0.0,Brazil,Rio de Janerio,496,21.2,0.0,Very Low,False
497,E04546,Jade Hunter,Cloud Infrastructure Architect,IT,Corporate,Female,Caucasian,42,2020-02-05,96636,0.0,United States,Columbus,497,6.4,0.0,Very Low,False
498,E01415,Henry Green,Sr. Account Representative,Sales,Speciality Products,Male,Caucasian,32,2020-02-03,96598,0.0,United States,Phoenix,498,6.5,0.0,Very Low,False
499,E01037,Jeremiah Chu,IT Systems Architect,IT,Research & Development,Male,Asian,31,2020-09-12,96567,0.0,China,Shanghai,499,5.8,0.0,Very Low,False
500,E00481,Jameson Nelson,Network Architect,IT,Research & Development,Male,Caucasian,61,2016-03-08,96566,0.0,United States,Columbus,500,10.4,0.0,Very Low,False
501,E02012,Anna Han,System Administrator ,IT,Research & Development,Female,Asian,65,2003-05-08,96548,0.0,United States,Austin,501,23.2,0.0,Very Low,False
502,E03875,Aurora Simmons,Development Engineer,Engineering,Corporate,Female,Caucasian,51,1995-12-22,96475,0.0,United States,Austin,502,30.6,0.0,Very Low,False
503,E03160,Carter Ortiz,Quality Engineer,Engineering,Speciality Products,Male,Latino,54,2012-04-29,96441,0.0,Brazil,Sao Paulo,503,14.2,0.0,Very Low,False
504,E04189,Ariana Kim,Network Architect,IT,Manufacturing,Female,Asian,33,2014-06-29,96366,0.0,China,Chengdu,504,12.1,0.0,Very Low,False
505,E00632,Angel Chang,Network Architect,IT,Research & Development,Male,Asian,37,2017-07-06,96331,0.0,China,Shanghai,505,9.0,0.0,Very Low,False
506,E00863,Lincoln Ramos,Operations Engineer,Engineering,Corporate,Male,Latino,59,2008-09-10,96313,0.0,United States,Austin,506,17.9,0.0,Very Low,False
507,E00446,Hudson Hill,Sr. Analyst,Sales,Research & Development,Male,Caucasian,30,2019-11-04,96092,0.0,United States,Austin,507,6.7,0.0,Very Low,True
508,E03268,Emilia Rivera,Test Engineer,Engineering,Research & Development,Female,Latino,42,2017-11-23,96023,0.0,United States,Miami,508,8.6,0.0,Very Low,True
509,E02802,Matthew Chau,Sr. Business Partner,Human Resources,Research & Development,Male,Asian,53,2002-11-16,95998,0.0,United States,Seattle,509,23.7,0.0,Very Low,False
510,E04816,Jace Zhang,Service Desk Analyst,IT,Speciality Products,Male,Asian,31,2017-02-14,95963,0.0,China,Chengdu,510,9.4,0.0,Very Low,False
511,E02521,Lily Nguyen,Sr. Analyst,Finance,Speciality Products,Female,Asian,33,2012-01-28,95960,0.0,China,Chengdu,511,14.5,0.0,Very Low,False
512,E01366,William Walker,Computer Systems Manager,IT,Research & Development,Male,Black,40,2019-02-24,95899,0.1,United States,Columbus,512,7.4,95.9,Very Low,False
513,E01141,Gianna Williams,Quality Engineer,Engineering,Research & Development,Female,Black,27,2021-01-28,95786,0.0,United States,Chicago,513,5.5,0.0,Very Low,False
514,E02813,Kai Chow,Engineering Manager,Engineering,Corporate,Male,Asian,45,2001-04-12,95743,0.15,United States,Austin,514,25.3,143.61,Very Low,False
515,E04720,Christopher Chung,Controls Engineer,Engineering,Corporate,Male,Asian,28,2021-12-18,95670,0.0,United States,Phoenix,515,4.6,0.0,Very Low,False
516,E03615,Daniel Dixon,Operations Engineer,Engineering,Speciality Products,Male,Caucasian,51,1999-10-09,95639,0.0,United States,Austin,516,26.8,0.0,Very Low,False
517,E03984,Hailey Foster,Controls Engineer,Engineering,Manufacturing,Female,Black,55,2021-03-21,95562,0.0,United States,Chicago,517,5.3,0.0,Very Low,False
518,E04448,Adrian Ruiz,Sr. Analyst,Finance,Corporate,Male,Latino,34,2014-09-04,95499,0.0,Brazil,Sao Paulo,518,11.9,0.0,Very Low,False
519,E01639,Austin Vo,Sr. Analyst,Finance,Manufacturing,Male,Asian,55,1995-11-20,95409,0.0,United States,Phoenix,519,30.7,0.0,Very Low,True
520,E03047,Gabriella Gupta,Sr. Account Representative,Sales,Corporate,Female,Asian,41,2005-02-15,95372,0.0,China,Shanghai,520,21.4,0.0,Very Low,False
521,E00639,Benjamin Mai,System Administrator ,IT,Corporate,Male,Asian,54,1998-06-15,95239,0.0,United States,Phoenix,521,28.1,0.0,Very Low,False
522,E00769,Jose Kang,Engineering Manager,Engineering,Corporate,Male,Asian,57,1999-04-25,95061,0.1,China,Shanghai,522,27.2,95.06,Very Low,False
523,E00626,Luna Simmons,Sr. Analyst,Finance,Corporate,Female,Caucasian,28,2020-09-04,95045,0.0,United States,Chicago,523,5.9,0.0,Very Low,False
