"employee_row_id","eeid","full_name","job_title","department","business_unit","gender","ethnicity","age","hire_date","tenure_years","annual_salary","salary_band","bonus_pct","bonus_amount","country","city","is_duplicate_eeid"
319,"E02770","James Huang","Manager","Human Resources","Speciality Products","Male","Asian",54,"1997-03-11 00:00:00",29.4,128136,"Very Low",0.05,64.07,"China","Beijing",True
320,"E04419","Sophia Ahmed","Sr. Manger","Sales","Speciality Products","Female","Asian",30,"2015-06-13 00:00:00",11.1,127972,"Very Low",0.11,140.77,"United States","Seattle",False
321,"E03490","Henry Campos","Sr. Manger","Human Resources","Corporate","Male","Latino",38,"2009-09-27 00:00:00",16.8,127801,"Very Low",0.15,191.7,"United States","Phoenix",False
322,"E01108","Hannah Martinez","Manager","Marketing","Manufacturing","Female","Latino",65,"2006-09-07 00:00:00",19.9,127626,"Very Low",0.1,127.63,"United States","Miami",False
323,"E02427","Addison Mehta","Manager","Sales","Corporate","Female","Asian",27,"2018-09-15 00:00:00",7.8,127616,"Very Low",0.07,89.33,"United States","Columbus",False
324,"E03616","Josiah Lewis","Manager","IT","Research & Development","Male","Caucasian",46,"2021-08-11 00:00:00",4.9,127559,"Very Low",0.1,127.56,"United States","Austin",False
325,"E01002","Elias Ali","Manager","Sales","Corporate","Male","Asian",28,"2021-03-19 00:00:00",5.3,127543,"Very Low",0.06,76.53,"China","Shanghai",False
326,"E04095","Ryan Holmes","Sr. Manger","Marketing","Speciality Products","Male","Caucasian",45,"2018-01-11 00:00:00",8.5,127422,"Very Low",0.15,191.13,"United States","Columbus",True
327,"E04888","Elijah Henry","Manager","IT","Corporate","Male","Caucasian",32,"2014-01-03 00:00:00",12.5,127148,"Very Low",0.1,127.15,"United States","Miami",False
328,"E00676","Isaac Yoon","Manager","Human Resources","Corporate","Male","Asian",41,"2019-02-06 00:00:00",7.4,126950,"Very Low",0.1,126.95,"United States","Chicago",False
329,"E03854","Camila Li","Sr. Manger","IT","Research & Development","Female","Asian",60,"2010-07-24 00:00:00",16.0,126911,"Very Low",0.1,126.91,"China","Shanghai",False
330,"E01860","Jack Edwards","Manager","Marketing","Manufacturing","Male","Caucasian",38,"2008-04-06 00:00:00",18.3,126856,"Very Low",0.06,76.11,"United States","Columbus",False
331,"E01338","Jaxson Coleman","Manager","Finance","Manufacturing","Male","Caucasian",32,"2020-04-15 00:00:00",6.3,126671,"Very Low",0.09,114.0,"United States","Miami",False
332,"E03277","Caroline Hu","Sr. Manger","Marketing","Speciality Products","Female","Asian",31,"2019-08-18 00:00:00",6.9,126353,"Very Low",0.12,151.62,"China","Shanghai",False
333,"E02899","Joshua Cortez","Sr. Manger","Finance","Corporate","Male","Latino",44,"2007-08-11 00:00:00",18.9,126277,"Very Low",0.13,164.16,"Brazil","Manaus",False
334,"E04682","Colton Thao","Manager","Human Resources","Manufacturing","Male","Asian",55,"1995-11-16 00:00:00",30.7,125936,"Very Low",0.08,100.75,"China","Chongqing",False
335,"E01584","Carter Mejia","Sr. Manger","Human Resources","Research & Development","Male","Latino",29,"2019-05-09 00:00:00",7.2,125828,"Very Low",0.15,188.74,"Brazil","Sao Paulo",True
336,"E01902","Eleanor Li","Sr. Manger","Human Resources","Research & Development","Female","Asian",64,"2003-12-07 00:00:00",22.6,125807,"Very Low",0.15,188.71,"United States","Chicago",False
337,"E01977","Raelynn Gupta","Sr. Manger","Finance","Corporate","Female","Asian",48,"2001-09-10 00:00:00",24.9,125730,"Very Low",0.11,138.3,"China","Chongqing",False
338,"E02862","Peyton Huang","Sr. Manger","IT","Manufacturing","Female","Asian",25,"2021-07-02 00:00:00",5.0,125633,"Very Low",0.11,138.2,"China","Beijing",False
339,"E01070","Leonardo Martin","Manager","Finance","Speciality Products","Male","Black",51,"1995-02-16 00:00:00",31.4,125375,"Very Low",0.09,112.84,"United States","Chicago",True
340,"E01241","Hadley Guerrero","Sr. Manger","IT","Research & Development","Female","Latino",49,"2004-01-14 00:00:00",22.5,125086,"Very Low",0.1,125.09,"Brazil","Sao Paulo",False
341,"E00324","Hailey Song","Manager","Finance","Research & Development","Female","Asian",37,"2016-08-23 00:00:00",9.9,124928,"Very Low",0.06,74.96,"China","Chongqing",False
342,"E02661","Maya Chan","Controls Engineer","Engineering","Speciality Products","Female","Asian",37,"2013-02-13 00:00:00",13.4,124827,"Very Low",0.0,0.0,"China","Beijing",False
343,"E04536","Layla Scott","Sr. Manger","Accounting","Speciality Products","Female","Caucasian",48,"2010-07-30 00:00:00",16.0,124774,"Very Low",0.12,149.73,"United States","Phoenix",False
344,"E03694","Hailey Watson","Sr. Manger","Accounting","Corporate","Female","Black",31,"2017-01-20 00:00:00",9.5,124629,"Very Low",0.1,124.63,"United States","Columbus",True
345,"E02844","Charles Diaz","Sr. Manger","Sales","Corporate","Male","Latino",55,"2013-11-16 00:00:00",12.7,124129,"Very Low",0.15,186.19,"Brazil","Sao Paulo",False
346,"E01733","Eloise Pham","Manager","Sales","Speciality Products","Female","Asian",45,"2011-10-20 00:00:00",14.7,123640,"Very Low",0.07,86.55,"China","Shanghai",False
347,"E02024","Addison Perez","Operations Engineer","Engineering","Speciality Products","Female","Latino",29,"2020-09-25 00:00:00",5.8,123588,"Very Low",0.0,0.0,"Brazil","Sao Paulo",True
348,"E03189","Asher Jackson","Sr. Manger","Sales","Speciality Products","Male","Caucasian",50,"2003-03-25 00:00:00",23.3,123405,"Very Low",0.13,160.43,"United States","Columbus",False
349,"E00206","Theodore Xi","Manager","Finance","Corporate","Male","Asian",52,"2009-10-05 00:00:00",16.8,122890,"Very Low",0.07,86.02,"China","Shanghai",False
350,"E02769","Riley Marquez","Sr. Manger","Finance","Research & Development","Female","Latino",39,"2019-10-18 00:00:00",6.7,122829,"Very Low",0.11,135.11,"United States","Chicago",True
351,"E01986","Wesley Sharma","Manager","IT","Corporate","Male","Asian",51,"1994-02-23 00:00:00",32.4,122802,"Very Low",0.05,61.4,"China","Shanghai",False
352,"E03252","James Bui","Manager","Finance","Manufacturing","Male","Asian",64,"1998-07-20 00:00:00",28.0,122753,"Very Low",0.09,110.48,"China","Chongqing",False
353,"E02059","Roman Munoz","Sr. Manger","Sales","Speciality Products","Male","Latino",54,"2011-10-20 00:00:00",14.7,122644,"Very Low",0.12,147.17,"United States","Austin",False
354,"E00342","Wesley Doan","Manager","Finance","Corporate","Male","Asian",63,"2004-04-19 00:00:00",22.3,122487,"Very Low",0.08,97.99,"China","Shanghai",False
355,"E00586","Sadie Washington","Sr. Manger","Marketing","Research & Development","Female","Caucasian",29,"2019-05-24 00:00:00",7.2,122350,"Very Low",0.12,146.82,"United States","Phoenix",False
356,"E01636","Naomi Coleman","Manager","Marketing","Corporate","Female","Caucasian",29,"2016-11-02 00:00:00",9.7,122054,"Very Low",0.06,73.23,"United States","Phoenix",False
357,"E03968","Joshua Chin","Sr. Manger","Marketing","Manufacturing","Male","Asian",60,"2021-07-26 00:00:00",5.0,121480,"Very Low",0.14,170.07,"United States","Phoenix",False
358,"E00034","Caroline Herrera","Sr. Manger","Marketing","Manufacturing","Female","Latino",45,"2004-08-19 00:00:00",21.9,121065,"Very Low",0.15,181.6,"Brazil","Rio de Janerio",False
359,"E01753","Connor Fong","Manager","Accounting","Speciality Products","Male","Asian",40,"2018-02-16 00:00:00",8.4,120905,"Very Low",0.05,60.45,"United States","Seattle",False
360,"E02761","Luca Duong","Manager","Human Resources","Research & Development","Male","Asian",48,"2004-06-30 00:00:00",22.1,120660,"Very Low",0.07,84.46,"China","Chengdu",False
361,"E04226","Andrew Moore","Operations Engineer","Engineering","Manufacturing","Male","Caucasian",47,"2001-01-02 00:00:00",25.6,120628,"Very Low",0.0,0.0,"United States","Chicago",False
362,"E04798","Aurora Ali","Manager","Marketing","Research & Development","Female","Asian",30,"2016-04-24 00:00:00",10.2,120341,"Very Low",0.07,84.24,"United States","Seattle",False
363,"E03248","Lyla Stewart","Sr. Manger","IT","Speciality Products","Female","Caucasian",43,"2015-03-27 00:00:00",11.3,120321,"Very Low",0.12,144.39,"United States","Austin",False
364,"E00535","Nathan Mendez","Manager","IT","Speciality Products","Male","Latino",53,"2006-10-31 00:00:00",19.7,120128,"Very Low",0.1,120.13,"United States","Austin",False
365,"E02987","Mateo Harris","Manager","IT","Corporate","Male","Caucasian",30,"2017-08-05 00:00:00",9.0,119906,"Very Low",0.05,59.95,"United States","Columbus",False
366,"E01550","Ruby Barnes","Manager","IT","Corporate","Female","Caucasian",27,"2020-07-01 00:00:00",6.0,119746,"Very Low",0.1,119.75,"United States","Phoenix",False
367,"E03457","Ivy Desai","Controls Engineer","Engineering","Research & Development","Female","Asian",59,"2001-04-09 00:00:00",25.3,119699,"Very Low",0.0,0.0,"China","Shanghai",False
368,"E04168","Mila Juarez","Manager","Sales","Speciality Products","Female","Latino",38,"2017-09-21 00:00:00",8.8,119647,"Very Low",0.09,107.68,"Brazil","Sao Paulo",False
369,"E02478","Alexander Morris","Manager","Sales","Speciality Products","Male","Caucasian",33,"2013-06-21 00:00:00",13.1,119631,"Very Low",0.06,71.78,"United States","Phoenix",False
370,"E02703","Austin Vang","Manager","Marketing","Speciality Products","Male","Asian",49,"2018-05-20 00:00:00",8.2,119397,"Very Low",0.09,107.46,"China","Beijing",False
371,"E04403","Dominic Hu","Manager","Accounting","Speciality Products","Male","Asian",34,"2012-02-13 00:00:00",14.4,118708,"Very Low",0.07,83.1,"China","Shanghai",False
372,"E00503","Leah Patterson","Manager","Human Resources","Research & Development","Female","Caucasian",33,"2012-06-11 00:00:00",14.1,118253,"Very Low",0.08,94.6,"United States","Austin",False
373,"E02938","Jace Washington","Manager","Accounting","Research & Development","Male","Caucasian",44,"2002-02-09 00:00:00",24.4,117545,"Very Low",0.06,70.53,"United States","Phoenix",True
374,"E00742","Cooper Mitchell","Manager","Sales","Speciality Products","Male","Caucasian",43,"2006-01-31 00:00:00",20.5,117518,"Very Low",0.07,82.26,"United States","Seattle",False
375,"E04517","Amelia Choi","Manager","Marketing","Speciality Products","Female","Asian",43,"2006-06-11 00:00:00",20.1,117278,"Very Low",0.09,105.55,"United States","Miami",False
376,"E03379","Landon Kim","Manager","Human Resources","Speciality Products","Male","Asian",50,"2012-03-15 00:00:00",14.3,117226,"Very Low",0.08,93.78,"United States","Phoenix",False
377,"E04937","Ian Ngo","Manager","Sales","Speciality Products","Male","Asian",52,"2014-08-07 00:00:00",11.9,117062,"Very Low",0.07,81.94,"United States","Phoenix",False
378,"E01525","Jose Ross","Engineering Manager","Engineering","Research & Development","Male","Caucasian",53,"1992-04-08 00:00:00",34.3,116878,"Very Low",0.11,128.57,"United States","Miami",True
379,"E04415","Leonardo Luong","Manager","Finance","Manufacturing","Male","Asian",52,"1999-12-29 00:00:00",26.6,116527,"Very Low",0.07,81.57,"United States","Phoenix",True
380,"E01167","Kinsley Collins","Automation Engineer","Engineering","Speciality Products","Female","Caucasian",28,"2018-11-14 00:00:00",7.7,115854,"Very Low",0.0,0.0,"United States","Phoenix",False
381,"E02166","Lucas Thomas","Manager","Accounting","Research & Development","Male","Caucasian",55,"2000-04-28 00:00:00",26.2,115798,"Very Low",0.05,57.9,"United States","Miami",True
382,"E03563","Ian Barnes","Operations Engineer","Engineering","Corporate","Male","Caucasian",47,"2020-06-08 00:00:00",6.1,115765,"Very Low",0.0,0.0,"United States","Miami",False
383,"E00703","Wesley Dominguez","Engineering Manager","Engineering","Corporate","Male","Latino",45,"2018-04-27 00:00:00",8.2,115490,"Very Low",0.12,138.59,"United States","Chicago",False
384,"E00365","Jonathan Patel","Manager","Marketing","Corporate","Male","Asian",28,"2020-02-02 00:00:00",6.5,115417,"Very Low",0.06,69.25,"China","Shanghai",False
385,"E02576","Gianna Ha","Manager","IT","Research & Development","Female","Asian",55,"2005-02-08 00:00:00",21.4,115145,"Very Low",0.05,57.57,"China","Chongqing",False
386,"E03305","Hannah King","Manager","Accounting","Speciality Products","Female","Caucasian",31,"2014-10-07 00:00:00",11.8,114911,"Very Low",0.07,80.44,"United States","Chicago",True
387,"E00785","Hannah Hoang","Manager","Accounting","Speciality Products","Female","Asian",25,"2021-12-15 00:00:00",4.6,114893,"Very Low",0.06,68.94,"China","Chengdu",False
388,"E00440","Jack Huynh","Manager","Marketing","Research & Development","Male","Asian",27,"2018-09-25 00:00:00",7.8,114441,"Very Low",0.1,114.44,"China","Chongqing",True
389,"E03919","Grayson Chan","Engineering Manager","Engineering","Speciality Products","Male","Asian",46,"2011-10-20 00:00:00",14.7,114250,"Very Low",0.14,159.95,"China","Chengdu",False
390,"E01118","Roman Yang","Manager","Human Resources","Manufacturing","Male","Asian",42,"2009-12-12 00:00:00",16.6,114242,"Very Low",0.08,91.39,"United States","Phoenix",False
391,"E01409","Jose Molina","Controls Engineer","Engineering","Manufacturing","Male","Latino",40,"2008-02-28 00:00:00",18.4,113987,"Very Low",0.0,0.0,"Brazil","Manaus",False
392,"E04751","Grayson James","Operations Engineer","Engineering","Speciality Products","Male","Caucasian",54,"2010-12-05 00:00:00",15.6,113982,"Very Low",0.0,0.0,"United States","Seattle",False
393,"E04247","Camila Evans","Manager","Marketing","Research & Development","Female","Black",55,"1992-12-20 00:00:00",33.6,113950,"Very Low",0.09,102.56,"United States","Miami",False
394,"E03889","Caleb Flores","Manager","Human Resources","Manufacturing","Male","Latino",34,"2013-08-13 00:00:00",12.9,113909,"Very Low",0.06,68.35,"Brazil","Rio de Janerio",False
395,"E03664","Aria Castro","Engineering Manager","Engineering","Speciality Products","Female","Latino",45,"2014-03-14 00:00:00",12.3,113873,"Very Low",0.11,125.26,"Brazil","Rio de Janerio",False
396,"E04413","Andrew Thomas","Controls Engineer","Engineering","Manufacturing","Male","Caucasian",36,"2016-12-02 00:00:00",9.6,113781,"Very Low",0.0,0.0,"United States","Columbus",False
397,"E04533","Easton Bailey","Manager","Accounting","Manufacturing","Male","Caucasian",29,"2019-01-25 00:00:00",7.5,113527,"Very Low",0.06,68.12,"United States","Austin",False
398,"E03102","Cooper Valdez","Manager","Sales","Corporate","Male","Latino",50,"2012-04-25 00:00:00",14.2,113269,"Very Low",0.09,101.94,"Brazil","Sao Paulo",False
399,"E03749","Kennedy Foster","Manager","Marketing","Speciality Products","Female","Caucasian",53,"2013-11-23 00:00:00",12.7,113135,"Very Low",0.05,56.57,"United States","Austin",False
400,"E02563","Clara Sanchez","Controls Engineer","Engineering","Corporate","Female","Latino",47,"2018-10-02 00:00:00",7.8,111404,"Very Low",0.0,0.0,"Brazil","Rio de Janerio",True
401,"E02710","Silas Huang","Engineering Manager","Engineering","Research & Development","Male","Asian",57,"1992-01-09 00:00:00",34.5,111299,"Very Low",0.12,133.56,"United States","Miami",False
402,"E02147","Allison Medina","Manager","Finance","Speciality Products","Female","Latino",55,"2010-04-29 00:00:00",16.2,111038,"Very Low",0.05,55.52,"Brazil","Sao Paulo",False
403,"E04213","Hailey Xi","Manager","Accounting","Corporate","Female","Asian",52,"2021-11-19 00:00:00",4.7,111006,"Very Low",0.08,88.8,"China","Chongqing",False
404,"E02066","Grayson Yee","Manager","Human Resources","Corporate","Male","Asian",48,"2015-07-16 00:00:00",11.0,110565,"Very Low",0.09,99.51,"China","Beijing",False
405,"E00605","Nova Williams","Manager","Finance","Speciality Products","Female","Black",61,"2010-04-25 00:00:00",16.2,110302,"Very Low",0.06,66.18,"United States","Miami",False
406,"E01501","Hudson Liu","Engineering Manager","Engineering","Speciality Products","Male","Asian",34,"2017-11-16 00:00:00",8.7,110054,"Very Low",0.15,165.08,"United States","Miami",False
407,"E00276","Alexander Jackson","Manager","Human Resources","Corporate","Male","Caucasian",45,"2012-07-09 00:00:00",14.0,109883,"Very Low",0.07,76.92,"United States","Columbus",True
408,"E03344","Camila Rogers","Controls Engineer","Engineering","Speciality Products","Female","Caucasian",27,"2021-10-21 00:00:00",4.7,109851,"Very Low",0.0,0.0,"United States","Seattle",False
409,"E01225","Christian Fong","Manager","Sales","Research & Development","Male","Asian",49,"2012-08-10 00:00:00",13.9,109850,"Very Low",0.07,76.9,"China","Beijing",False
410,"E00105","Isla Espinoza","Manager","Accounting","Speciality Products","Female","Latino",38,"2021-11-16 00:00:00",4.7,109812,"Very Low",0.09,98.83,"Brazil","Manaus",False
411,"E04969","Abigail Vang","Operations Engineer","Engineering","Research & Development","Female","Asian",40,"2016-09-09 00:00:00",9.9,109680,"Very Low",0.0,0.0,"China","Chengdu",False
412,"E04345","Eliana Grant","Engineering Manager","Engineering","Speciality Products","Female","Caucasian",64,"1994-06-20 00:00:00",32.1,109456,"Very Low",0.1,109.46,"United States","Chicago",False
413,"E01706","Avery Sun","Operations Engineer","Engineering","Manufacturing","Female","Asian",45,"2004-03-11 00:00:00",22.4,109422,"Very Low",0.0,0.0,"China","Chongqing",False
414,"E04087","Adam Kaur","Manager","IT","Corporate","Male","Asian",60,"2000-01-29 00:00:00",26.5,109059,"Very Low",0.07,76.34,"China","Chengdu",False
415,"E03697","Isaac Woods","Manager","Sales","Corporate","Male","Caucasian",28,"2021-01-08 00:00:00",5.5,108826,"Very Low",0.1,108.83,"United States","Miami",False
416,"E03059","Hailey Dang","Manager","Marketing","Manufacturing","Female","Asian",64,"2019-09-21 00:00:00",6.8,108780,"Very Low",0.06,65.27,"China","Shanghai",False
417,"E01762","Maya Ngo","Manager","Sales","Speciality Products","Female","Asian",55,"2012-10-20 00:00:00",13.7,108686,"Very Low",0.06,65.21,"United States","Columbus",False
418,"E01845","Leo Fernandez","Manager","Finance","Research & Development","Male","Latino",54,"1998-04-28 00:00:00",28.2,108268,"Very Low",0.09,97.44,"Brazil","Sao Paulo",False
419,"E00518","Lydia Morales","Manager","Finance","Speciality Products","Female","Latino",51,"2013-06-14 00:00:00",13.1,108221,"Very Low",0.05,54.11,"Brazil","Manaus",False
420,"E02846","Julia Mai","Manager","Marketing","Manufacturing","Female","Asian",50,"2012-03-11 00:00:00",14.4,108134,"Very Low",0.1,108.13,"China","Shanghai",False
421,"E04380","Naomi Washington","Manager","IT","Speciality Products","Female","Caucasian",51,"2020-03-13 00:00:00",6.3,107195,"Very Low",0.09,96.48,"United States","Austin",False
422,"E03642","Aria Roberts","Manager","Accounting","Corporate","Female","Caucasian",38,"2015-08-12 00:00:00",10.9,106858,"Very Low",0.05,53.43,"United States","Seattle",False
423,"E00287","Luca Nelson","Manager","Finance","Speciality Products","Male","Caucasian",60,"2010-06-15 00:00:00",16.1,106578,"Very Low",0.09,95.92,"United States","Miami",True
424,"E00717","Madelyn Chan","Manager","Sales","Speciality Products","Female","Asian",64,"2003-05-21 00:00:00",23.2,106444,"Very Low",0.05,53.22,"United States","Phoenix",True
425,"E01262","Miles Mehta","Manager","Finance","Manufacturing","Male","Asian",50,"2018-05-19 00:00:00",8.2,106437,"Very Low",0.07,74.51,"China","Chongqing",False
426,"E03894","Charlotte Chang","Manager","Sales","Research & Development","Female","Asian",50,"2000-05-07 00:00:00",26.2,106428,"Very Low",0.07,74.5,"United States","Chicago",False
427,"E02148","Christopher Vega","Engineering Manager","Engineering","Research & Development","Male","Latino",54,"2007-10-27 00:00:00",18.7,106313,"Very Low",0.15,159.47,"United States","Chicago",False
428,"E04464","Cooper Yoon","Engineering Manager","Engineering","Research & Development","Male","Asian",60,"2018-02-15 00:00:00",8.4,106079,"Very Low",0.14,148.51,"United States","Austin",False
429,"E03423","Santiago f Gonzalez","Manager","Sales","Research & Development","Male","Latino",36,"2012-07-26 00:00:00",14.0,105891,"Very Low",0.07,74.12,"United States","Seattle",False
430,"E00369","Genesis Woods","Manager","Human Resources","Speciality Products","Female","Black",33,"2013-08-21 00:00:00",12.9,105390,"Very Low",0.06,63.23,"United States","Columbus",False
431,"E00682","Sofia Fernandez","Manager","Accounting","Manufacturing","Female","Latino",44,"2005-10-17 00:00:00",20.8,105223,"Very Low",0.1,105.22,"United States","Phoenix",False
432,"E00530","Eli Jones","Manager","Human Resources","Manufacturing","Male","Caucasian",59,"1999-03-14 00:00:00",27.4,105086,"Very Low",0.09,94.58,"United States","Austin",True
433,"E03061","Vivian Lewis","Manager","Marketing","Manufacturing","Female","Caucasian",65,"2011-09-07 00:00:00",14.9,104903,"Very Low",0.1,104.9,"United States","Columbus",False
434,"E01209","Jayden Williams","Manager","Human Resources","Manufacturing","Male","Caucasian",64,"1992-12-26 00:00:00",33.6,104668,"Very Low",0.08,83.73,"United States","Columbus",False
435,"E00638","David Simmons","Manager","Marketing","Corporate","Male","Caucasian",51,"1997-01-26 00:00:00",29.5,104431,"Very Low",0.07,73.1,"United States","Phoenix",False
436,"E04348","Natalia Owens","Manager","Human Resources","Manufacturing","Female","Caucasian",31,"2021-01-18 00:00:00",5.5,104162,"Very Low",0.07,72.91,"United States","Austin",False
437,"E02652","Nathan Sun","Manager","Accounting","Speciality Products","Male","Asian",63,"2015-07-29 00:00:00",11.0,103724,"Very Low",0.05,51.86,"China","Shanghai",False
438,"E02900","Elena Richardson","Manager","Accounting","Manufacturing","Female","Caucasian",34,"2014-10-03 00:00:00",11.8,103707,"Very Low",0.09,93.34,"United States","Columbus",False
439,"E02249","Allison Daniels","Manager","Finance","Manufacturing","Female","Caucasian",37,"2020-04-14 00:00:00",6.3,103524,"Very Low",0.09,93.17,"United States","Phoenix",False
440,"E02872","Liam Jung","Manager","Finance","Corporate","Male","Asian",39,"2010-01-14 00:00:00",16.5,103504,"Very Low",0.07,72.45,"China","Chengdu",False
441,"E01883","Olivia Gray","Manager","Marketing","Research & Development","Female","Black",42,"2015-09-19 00:00:00",10.8,103423,"Very Low",0.06,62.05,"United States","Columbus",True
442,"E03994","Henry Jung","Automation Engineer","Engineering","Manufacturing","Male","Asian",57,"2018-02-26 00:00:00",8.4,103183,"Very Low",0.0,0.0,"United States","Austin",False
443,"E03718","Zoe Zhou","Manager","Finance","Corporate","Female","Asian",61,"2009-10-06 00:00:00",16.8,103096,"Very Low",0.07,72.17,"China","Beijing",False
444,"E03328","Lucy Johnson","Manager","IT","Research & Development","Female","Caucasian",57,"2020-04-27 00:00:00",6.2,103058,"Very Low",0.07,72.14,"United States","Columbus",False
445,"E03720","Genesis Hunter","Manager","Finance","Corporate","Female","Caucasian",48,"1999-04-22 00:00:00",27.3,102847,"Very Low",0.05,51.42,"United States","Chicago",True
446,"E02843","Lily Pena","Manager","Human Resources","Speciality Products","Female","Latino",55,"2010-02-24 00:00:00",16.4,102839,"Very Low",0.05,51.42,"United States","Miami",False
447,"E00864","Samantha Aguilar","Manager","Accounting","Speciality Products","Female","Latino",46,"2010-04-24 00:00:00",16.2,102636,"Very Low",0.06,61.58,"United States","Seattle",False
448,"E00245","Lucas Daniels","Manager","Sales","Corporate","Male","Black",42,"2011-05-29 00:00:00",15.1,102440,"Very Low",0.06,61.46,"United States","Chicago",True
449,"E04163","David Herrera","Engineering Manager","Engineering","Speciality Products","Male","Latino",32,"2021-10-09 00:00:00",4.8,102298,"Very Low",0.13,132.99,"Brazil","Rio de Janerio",False
450,"E00874","Alexander Choi","Manager","Marketing","Research & Development","Male","Asian",55,"1994-09-18 00:00:00",31.8,102270,"Very Low",0.1,102.27,"United States","Chicago",False
451,"E04029","Jayden Jimenez","Manager","Human Resources","Corporate","Male","Latino",46,"2011-09-24 00:00:00",14.8,102167,"Very Low",0.06,61.3,"Brazil","Rio de Janerio",False
452,"E01839","Stella Alexander","Automation Engineer","Engineering","Corporate","Female","Caucasian",52,"2005-12-10 00:00:00",20.6,102043,"Very Low",0.0,0.0,"United States","Chicago",False
453,"E03113","Willow Chen","Manager","Accounting","Corporate","Female","Asian",50,"2012-09-03 00:00:00",13.9,102033,"Very Low",0.08,81.63,"United States","Austin",False
454,"E02492","Parker Sandoval","Manager","Human Resources","Speciality Products","Male","Latino",59,"2015-06-10 00:00:00",11.1,101985,"Very Low",0.07,71.39,"United States","Miami",True
455,"E03910","Nova Hsu","Manager","Human Resources","Speciality Products","Female","Asian",32,"2017-01-03 00:00:00",9.5,101870,"Very Low",0.1,101.87,"United States","Phoenix",False
456,"E00836","Wesley King","Manager","Accounting","Manufacturing","Male","Caucasian",57,"2019-01-19 00:00:00",7.5,101577,"Very Low",0.05,50.79,"United States","Chicago",True
457,"E01722","Asher Huynh","Manager","IT","Manufacturing","Male","Asian",45,"2015-01-22 00:00:00",11.5,101288,"Very Low",0.1,101.29,"United States","Phoenix",False
458,"E03471","Julia Sandoval","Manager","Human Resources","Corporate","Female","Latino",42,"2017-11-19 00:00:00",8.7,101143,"Very Low",0.06,60.69,"United States","Miami",False
459,"E01508","Penelope Rodriguez","Engineering Manager","Engineering","Manufacturing","Female","Latino",49,"2016-03-12 00:00:00",10.4,100810,"Very Low",0.12,120.97,"Brazil","Rio de Janerio",False
460,"E03446","Julian Ross","Manager","Marketing","Research & Development","Male","Caucasian",51,"2020-07-02 00:00:00",6.0,100099,"Very Low",0.08,80.08,"United States","Miami",False
461,"E04152","Adeline Huang","Controls Engineer","Engineering","Manufacturing","Female","Asian",34,"2019-12-16 00:00:00",6.6,99989,"Very Low",0.0,0.0,"China","Chengdu",False
462,"E04105","Theodore Dinh","Technical Architect","IT","Manufacturing","Male","Asian",59,"1997-11-29 00:00:00",28.6,99975,"Very Low",0.0,0.0,"China","Chongqing",False
463,"E04756","Aiden Le","Cloud Infrastructure Architect","IT","Corporate","Male","Asian",55,"1994-12-24 00:00:00",31.6,99774,"Very Low",0.0,0.0,"United States","Austin",False
464,"E04155","Dylan Dominguez","Sr. Analyst","Marketing","Research & Development","Male","Latino",42,"2015-04-07 00:00:00",11.3,99697,"Very Low",0.0,0.0,"Brazil","Rio de Janerio",False
465,"E01807","Matthew Lim","Sr. Analyst","Sales","Research & Development","Male","Asian",52,"1994-02-18 00:00:00",32.4,99624,"Very Low",0.0,0.0,"United States","Seattle",True
466,"E02074","Nora Brown","Enterprise Architect","IT","Manufacturing","Female","Caucasian",32,"2014-02-11 00:00:00",12.4,99575,"Very Low",0.0,0.0,"United States","Austin",False
467,"E01870","Easton Moore","Computer Systems Manager","IT","Research & Development","Male","Caucasian",52,"2013-05-23 00:00:00",13.2,99557,"Very Low",0.09,89.6,"United States","Seattle",True
468,"E03343","Carson Lu","Engineering Manager","Engineering","Speciality Products","Male","Asian",64,"1996-12-04 00:00:00",29.6,99354,"Very Low",0.12,119.22,"China","Beijing",False
469,"E03583","Kayden Jordan","Cloud Infrastructure Architect","IT","Research & Development","Male","Caucasian",48,"2010-09-14 00:00:00",15.8,99335,"Very Low",0.0,0.0,"United States","Phoenix",True
470,"E02298","Emily Doan","Engineering Manager","Engineering","Corporate","Female","Asian",32,"2014-12-04 00:00:00",11.6,99202,"Very Low",0.11,109.12,"United States","Phoenix",False
471,"E02971","Mia Wu","Enterprise Architect","IT","Corporate","Female","Asian",45,"2013-08-25 00:00:00",12.9,99169,"Very Low",0.0,0.0,"China","Beijing",False
472,"E01286","Mateo Mendez","Development Engineer","Engineering","Research & Development","Male","Latino",47,"1998-07-14 00:00:00",28.0,99091,"Very Low",0.0,0.0,"United States","Austin",True
473,"E02227","Sofia Parker","Cloud Infrastructure Architect","IT","Manufacturing","Female","Caucasian",36,"2014-05-30 00:00:00",12.1,99080,"Very Low",0.0,0.0,"United States","Chicago",False
474,"E04769","Mila Leung","Sr. Analyst","Marketing","Corporate","Female","Asian",39,"2007-11-05 00:00:00",18.7,99017,"Very Low",0.0,0.0,"China","Beijing",False
475,"E03972","Jordan Gomez","Sr. Analyst","Accounting","Research & Development","Male","Latino",58,"1994-09-15 00:00:00",31.9,98769,"Very Low",0.0,0.0,"Brazil","Rio de Janerio",False
476,"E04545","Abigail Mejia","Quality Engineer","Engineering","Corporate","Female","Latino",56,"2005-02-05 00:00:00",21.5,98581,"Very Low",0.0,0.0,"Brazil","Rio de Janerio",False
